,accounts_payable,accounts_receivable,allowable_dsh_percentage,buildings,cash_on_hand_and_in_banks,ccn_facility_type,city,combined_outpatient_inpatient,contract_labor,cost_of_charity_care,cost_of_uncompensated_care,cost_to_charge_ratio,county,deferred_income,depreciation_cost,disproporationate_share,drg_amounts_after_october,drg_amounts_before_october,fiscal_year_begin_date,fiscal_year_end_date,fixed_equipment,fte_employees_on_payroll,general_fund_balance,gross_revenue,health_information_technology,hospital_name,hospital_number_of_beds_for,hospital_total_bed_days,hospital_total_days_title_1,hospital_total_days_title_2,hospital_total_days_v_xviii,hospital_total_discharges_1,hospital_total_discharges_2,hospital_total_discharges_3,inpatient_revenue,inpatient_total_charges,inventory,investments,land,land_improvements,leasehold_improvements,less_allowances_for,less_contractual_allowance,less_total_operating_expense,major_movable_equipment,managed_care_simulated,medicaid_charges,medicare_cbsa_number,minor_equipment_depreciable,mortgage_payable,net_income,net_income_from_service_to,net_patient_revenue,net_revenue_from_medicaid,net_revenue_from_stand_alone,notes_and_loans_payable_short,notes_payable,notes_receivable,number_of_beds,number_of_beds_total_for,number_of_interns_and,other_assets,other_current_assets,other_current_liabilities,other_long_term_liabilities,outlier_payments_for,outpatient_revenue,outpatient_total_charges,overhead_non_salary_costs,payroll_taxes_payable,prepaid_expenses,provider_ccn,provider_type,rural_versus_urban,salaries_wages_and_fees,stand_alone_schip_charges,state_code,street_address,temporary_investments,total_assets,total_bad_debt_expense,total_bed_days_available,total_bed_days_available_1,total_costs,total_current_assets,total_current_liabilities,total_days_title_xix,total_days_title_xix_total,total_days_title_xviii,total_days_title_xviii_total,total_days_v_xviii_xix_unknown,total_days_v_xviii_xix_unknown_1,total_discharges_title_xix,total_discharges_title_xix_1,total_discharges_title_xviii,total_discharges_title_xviii_1,total_discharges_v_xviii,total_discharges_v_xviii_1,total_fixed_assets,total_fund_balances,total_ime_payment,total_income,total_liabilities,total_liabilities_and_fund,total_long_term_liabilities,total_other_assets,total_other_expenses,total_other_income,total_salaries_adjusted,total_salaries_from_worksheet,total_unreimbursed_and,type_of_control,unsecured_loans,wage_related_costs_core,wage_related_costs_for_interns,wage_related_costs_for_part,wage_related_costs_rhc_fqhc,zip_code
21,26695000.0,71140000.0,0.157,111647000.0,229000.0,STH,BAY SHORE,1398979761.0,207524.0,7903106.0,19334265.0,0.22,SUFFOLK,,14909725.0,2037385.0,12828818.0,39178448.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,39894000.0,2402.0,-94861000.0,1397979761.0,,SOUTHSIDE HOSPITAL,205.0,74841.0,24138.0,4877.0,63621.0,4800.0,1118.0,16584.0,963484857.0,964474857.0,,,3040000.0,803000.0,91000.0,-23857000.0,1040326767.0,449452296.0,46973000.0,21514473.0,324943229.0,35644.0,,39349000.0,-10304428.0,-91799302.0,357652994.0,53215755.0,9706406.0,7641000.0,,,242.0,307.0,33.0,50556000.0,22932000.0,17981000.0,195547000.0,2734076.0,434494904.0,434504904.0,222405155.0,,,330043,5,U,27151000.0,23746215.0,NY,301 EAST MAIN STREET,2721000.0,243593000.0,5709645.0,88346.0,112071.0,314607886.0,73165000.0,83082000.0,5482.0,8995.0,28386.0,35091.0,81626.0,100838.0,1118.0,1343.0,4800.0,5320.0,16584.0,18019.0,119872000.0,-74385000.0,4304771.0,-10304428.0,317978000.0,243593000.0,234896000.0,50556000.0,,81494874.0,227047141.0,227047141.0,34980247.0,2,,56486161.0,405141.0,1227655.0,,11706
22,14447813.0,48628460.0,0.174,113888106.0,776699.0,STH,UTICA,680310070.0,1442230.0,224194.0,7072576.0,0.34,ONEIDA,,17789439.0,1447268.0,8491537.0,24759877.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,41943933.0,2076.0,131869235.0,744968324.0,,FAXTON-ST. LUKES HEALTHCARE,191.0,69715.0,26824.0,3910.0,54501.0,4850.0,753.0,13645.0,328428028.0,313920086.0,5902730.0,4528164.0,2200047.0,4363363.0,4684619.0,-9847483.0,485617375.0,273043053.0,138367809.0,10258105.0,120745189.0,46540.0,,15740000.0,-457885.0,-13692104.0,259350949.0,33871434.0,,16000000.0,5056717.0,,221.0,271.0,7.0,421589.0,6666753.0,16336265.0,41846455.0,1763484.0,416540296.0,366389984.0,146626780.0,,3780971.0,330044,2,U,9451758.0,,NY,1656 CHAMPLIN AVE,78458450.0,262592131.0,8408172.0,80665.0,98915.0,230616627.0,136601046.0,56235836.0,4903.0,5001.0,28603.0,31071.0,63727.0,76218.0,753.0,758.0,4850.0,5040.0,13645.0,13998.0,84858485.0,140351053.0,573891.0,-251212.0,122241078.0,262592131.0,66005242.0,41132600.0,206673.0,13440892.0,126416273.0,126416273.0,14132312.0,2,3362070.0,36746764.0,134695.0,246268.0,,13503
23,19245000.0,45172000.0,0.039,114462000.0,8495000.0,STH,HUNTINGTON,956834235.0,1720920.0,4100512.0,6257544.0,0.27,SUFFOLK,,15181722.0,605320.0,15293266.0,46316951.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,38600000.0,1762.0,87361000.0,955834235.0,6807000.0,HUNTINGTON HOSPITAL,241.0,87965.0,29409.0,2387.0,57710.0,6141.0,704.0,13976.0,635422704.0,635422704.0,,,3405000.0,239000.0,241000.0,,672250356.0,329916712.0,50302000.0,10755333.0,128614436.0,35004.0,,,14916160.0,-46332833.0,283583879.0,21394568.0,755754.0,1135000.0,40273000.0,,277.0,298.0,10.0,59515000.0,11589000.0,16603000.0,175174000.0,2421502.0,320411531.0,321411531.0,159894002.0,,,330045,4,U,27090000.0,2575169.0,NY,270 PARK AVENUE,121177000.0,374509000.0,2564772.0,101105.0,108760.0,256970538.0,186433000.0,64073000.0,2600.0,4327.0,35223.0,36766.0,68319.0,74271.0,704.0,817.0,6141.0,6238.0,13976.0,14468.0,128561000.0,94989000.0,1178690.0,14916160.0,279520000.0,374509000.0,215447000.0,59515000.0,,61248993.0,170022710.0,170022710.0,17109840.0,2,,50135732.0,,815293.0,,11743
24,93045034.0,258755316.0,0.332,802825684.0,72973198.0,STH,NEW YORK,2766551004.0,3681467.0,12177238.0,25133529.0,0.28,NEW YORK,,36630836.0,5968901.0,18267784.0,53711727.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,10577704.0,5335.0,-274549346.0,2766551004.0,18544969.0,MOUNT SINAI ST. LUKES ROOSEVELT HOS,598.0,195703.0,36297.0,13997.0,132997.0,7027.0,2824.0,33247.0,1859347193.0,1859347193.0,12133134.0,86459447.0,6098081.0,232088.0,70868617.0,-151270721.0,1916322878.0,996172868.0,434844925.0,48910667.0,844034025.0,35644.0,,383345557.0,-64192989.0,-145944742.0,850228126.0,173786499.0,25919288.0,17796201.0,,,696.0,829.0,453.0,219134507.0,47503793.0,19117063.0,486268414.0,3634819.0,907203811.0,907203811.0,530412527.0,1284034.0,1819143.0,330046,5,U,77370852.0,25919288.0,NY,1111 AMSTERDAM AVEUNE,,907205977.0,43328843.0,239634.0,288179.0,769108244.0,266924780.0,228835271.0,17528.0,26474.0,41719.0,56759.0,176573.0,215972.0,2824.0,3272.0,7027.0,7922.0,33247.0,36045.0,334160657.0,-191243265.0,30891672.0,-64192989.0,1098449242.0,907205977.0,869613971.0,306120540.0,,81751753.0,465760341.0,465760341.0,70897253.0,2,,102369989.0,11730499.0,10770856.0,,10025
25,4118226.0,45582485.0,0.159,51858863.0,1309416.0,STH,AMSTERDAM,371629658.0,1190985.0,269412.0,2362558.0,0.37,MONTGOMERY,,1689579.0,504913.0,9744059.0,2990190.0,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,19409.0,1181.0,111845813.0,391464341.0,,ST. MARYS HEALTHCARE,92.0,33580.0,9779.0,2156.0,25709.0,1928.0,222.0,5283.0,127842465.0,126297325.0,1594236.0,69874725.0,7591798.0,1536891.0,36156.0,-23030086.0,247184157.0,147790216.0,33314507.0,,78705121.0,99933.0,5282543.0,8443655.0,609480.0,-3510032.0,144280184.0,23563714.0,,105484.0,,,100.0,290.0,,26737977.0,,3866257.0,15103358.0,128173.0,263621876.0,245332333.0,69955355.0,,1085777.0,330047,4,R,9476385.0,,NY,427 GUY PARK AVENUE,,169776629.0,4851569.0,36500.0,105850.0,136539120.0,28517323.0,20644684.0,2349.0,41817.0,11119.0,20841.0,28544.0,93859.0,222.0,330.0,1928.0,2296.0,5283.0,6363.0,44646604.0,125584932.0,,1296059.0,44191697.0,169776629.0,23547013.0,96612702.0,686579.0,4806091.0,77834861.0,77834861.0,6053435.0,3,,13302294.0,,120376.0,,12010
26,6526000.0,10428000.0,,42049000.0,10582000.0,STH,RHINEBECK,190812137.0,1930875.0,1179188.0,2062710.0,0.36,DUTCHESS,,4031487.0,,3798096.0,10266417.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,4155000.0,349.0,53723000.0,190812137.0,,NORTHERN DUTCHESS HOSPITAL,51.0,18615.0,5606.0,352.0,11962.0,1379.0,69.0,3569.0,104131483.0,104142780.0,,39612000.0,110000.0,1422000.0,,-2100000.0,107975903.0,73715305.0,52642000.0,,21783281.0,39100.0,,,12119500.0,9120929.0,82836234.0,5700622.0,,1165000.0,48321000.0,,58.0,68.0,,11637000.0,6905000.0,692000.0,8632000.0,82821.0,86680654.0,86669357.0,49759817.0,,2408000.0,330049,2,U,,,NY,6511 SPRINGBROOK AVENUE,5852000.0,134279000.0,1968540.0,21170.0,24820.0,69008599.0,42522000.0,15993000.0,533.0,586.0,6211.0,7823.0,15294.0,17757.0,69.0,72.0,1379.0,1512.0,3569.0,3760.0,40508000.0,61333000.0,,12055823.0,72946000.0,134279000.0,56953000.0,51249000.0,-63677.0,2934894.0,24405500.0,24405500.0,4047955.0,2,,7930778.0,,,,12572
27,1671531.0,13131520.0,0.034,9384592.0,208477.0,STH,MEDINA,65225638.0,,19494.0,1218876.0,0.44,ORLEANS,,1326832.0,23482.0,851806.0,1943649.0,2014-01-01T00:00:00.000,2015-01-25T00:00:00.000,6935869.0,255.0,9732163.0,67099560.0,,MEDINA MEMORIAL HOSPITAL,48.0,18720.0,1863.0,101.0,5292.0,490.0,19.0,1407.0,24640436.0,24640436.0,396465.0,,13000.0,47208.0,290210.0,-6696744.0,,33765718.0,16150622.0,,,40380.0,,,36107102.0,33333842.0,67099560.0,,,190891.0,1225303.0,,54.0,93.0,,3807228.0,163944.0,2359833.0,,61794.0,42459124.0,40585202.0,17957558.0,480107.0,645072.0,330053,2,U,1117820.0,,NY,200 OHIO STREET,,17056137.0,2736733.0,21060.0,36270.0,28520242.0,8527532.0,6098671.0,101.0,18078.0,2882.0,6482.0,7512.0,32663.0,19.0,23.0,490.0,574.0,1407.0,1701.0,4721377.0,9732163.0,,36277240.0,7323974.0,17056137.0,1225303.0,3807228.0,170138.0,2943398.0,15808160.0,15808160.0,1218876.0,2,,2645589.0,,,,14103
28,1154947.0,3083206.0,,10939759.0,4122466.0,STH,SPRINGVILLE,44012259.0,180598.0,54195.0,245239.0,0.45,ERIE,,943151.0,,439209.0,949622.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,4855527.0,200.0,7825495.0,44012259.0,173109.0,BERTRAND CHAFFEE HOSPITAL,21.0,7665.0,1178.0,40.0,3522.0,256.0,14.0,803.0,15687546.0,15687634.0,269584.0,,40980.0,373485.0,,,23011754.0,21519219.0,8125957.0,,4468606.0,15380.0,,,1084381.0,-518714.0,21000505.0,1163953.0,,142594.0,,,23.0,103.0,,61237.0,10605.0,774570.0,1169746.0,7228.0,28324713.0,28324625.0,10910010.0,,99357.0,330111,2,U,1022994.0,,NY,224 EAST MAIN ST,,12090346.0,384816.0,7665.0,36865.0,19733068.0,7676415.0,3095105.0,40.0,16543.0,1178.0,3489.0,3522.0,30834.0,14.0,14.0,256.0,256.0,803.0,803.0,4352694.0,7825495.0,,1084381.0,4264851.0,12090346.0,1169746.0,61237.0,,1603095.0,10609209.0,10609209.0,647774.0,2,,2120179.0,,6609.0,,14141
29,59380000.0,115322000.0,0.298,419294000.0,7592000.0,STH,FLUSHING,1721561367.0,95585.0,9792987.0,15373381.0,0.3,QUEENS,,40015989.0,6084093.0,20402727.0,61208182.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,40144000.0,3390.0,56832000.0,1778605746.0,,NY HOSPITAL MEDICAL CTR OF QUEENS,408.0,141444.0,45447.0,7276.0,127205.0,7000.0,1888.0,27226.0,1111579094.0,1111579094.0,8964000.0,22523000.0,529000.0,650000.0,2039000.0,-35715000.0,1119974034.0,680645585.0,148911000.0,53284188.0,530686497.0,35644.0,,191080000.0,-28738000.0,-22013873.0,658631712.0,137359869.0,1403789.0,8959000.0,,,464.0,480.0,222.0,119420000.0,12195000.0,27062000.0,226978000.0,3949026.0,667026652.0,609982273.0,403939377.0,,3584000.0,330055,1,U,13035000.0,5204404.0,NY,56-45 MAIN STREET,66745000.0,594134000.0,8398992.0,161884.0,167724.0,510851078.0,178687000.0,108436000.0,10349.0,10349.0,51018.0,55654.0,156082.0,160941.0,1888.0,1888.0,7000.0,7000.0,27226.0,27226.0,273504000.0,67640000.0,22613544.0,15987127.0,526494000.0,594134000.0,418058000.0,141943000.0,44725127.0,38001000.0,276706208.0,276706208.0,26340898.0,2,,90493741.0,4684980.0,1924111.0,,11355
30,33073000.0,68490000.0,0.422,137750000.0,24190000.0,STH,BROOKLYN,896279094.0,3564400.0,343155.0,5216169.0,0.31,KINGS,8495000.0,13877343.0,2936515.0,6624169.0,21183735.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,72155000.0,2435.0,95781000.0,896279115.0,19149806.0,THE BROOKLYN HOSPITAL CENTER,251.0,91615.0,14118.0,8179.0,67407.0,2831.0,1949.0,16487.0,486767302.0,487450822.0,,,895000.0,,,-22587000.0,567960993.0,346494054.0,143463194.0,25536768.0,369228877.0,35644.0,,46235000.0,13940000.0,-18175932.0,328318122.0,89422426.0,486716.0,14695000.0,,,322.0,332.0,252.0,90681000.0,6988000.0,6007000.0,62505000.0,677034.0,409511813.0,408828272.0,166293313.0,,,330056,4,U,21132000.0,1232779.0,NY,121 DEKALB AVENUE,,298329000.0,15557685.0,117530.0,121180.0,277942502.0,106845000.0,83402000.0,11796.0,12050.0,20757.0,24136.0,97671.0,110415.0,1949.0,1962.0,2831.0,2883.0,16487.0,16662.0,100803000.0,106187000.0,18313066.0,21834068.0,192142000.0,298329000.0,108740000.0,90681000.0,7894068.0,40010000.0,180200741.0,180200741.0,23356946.0,2,,42874771.0,2434787.0,1150087.0,,11201
31,32053921.0,187257150.0,0.104,390125087.0,37117367.0,STH,ALBANY,1656955909.0,4855209.0,474889.0,4899030.0,0.26,USA,,24044665.0,1760836.0,51838946.0,15690704.0,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,19119128.0,2937.0,254120650.0,1705518096.0,,ST. PETERS HOSPITAL,445.0,162425.0,33158.0,14602.0,105413.0,6855.0,1277.0,24225.0,900250992.0,900532283.0,4578110.0,,14140193.0,2318601.0,1633539.0,,1178338579.0,495753081.0,296968208.0,49101758.0,224980779.0,38340.0,16601015.0,,44987552.0,31426436.0,527179517.0,50768513.0,410500.0,6368076.0,3428333.0,,482.0,482.0,21.0,128738856.0,284144.0,731393.0,284464887.0,2041213.0,805267104.0,756423626.0,311763256.0,,2593034.0,330057,4,U,20188135.0,2815623.0,NY,315 S. MANNING BLVD.,45891014.0,624683063.0,14089983.0,175930.0,175930.0,430051864.0,175017951.0,70249065.0,19432.0,19432.0,39772.0,39772.0,130898.0,130898.0,1277.0,1277.0,6855.0,6855.0,24225.0,24225.0,320926256.0,266540778.0,2689637.0,44987552.0,358142285.0,624683063.0,287893220.0,128738856.0,,13561116.0,178245736.0,186062625.0,9477018.0,1,,33540768.0,39390.0,80363.0,,12208
32,3302273.0,12239296.0,0.035,146486917.0,18406788.0,STH,GENEVA,213558688.0,688992.0,1038883.0,2606488.0,0.42,ONTARIO,,6673365.0,82241.0,2310326.0,7008662.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,11473127.0,764.0,72921906.0,247710330.0,1161388.0,GENEVA GENERAL HOSPITAL,103.0,37595.0,5772.0,631.0,14433.0,1367.0,73.0,3581.0,126726280.0,117090565.0,1351564.0,69555925.0,816122.0,4264621.0,,,144484363.0,107364394.0,69287901.0,,29577722.0,40380.0,,13687709.0,-9219547.0,-4138427.0,103225967.0,7504064.0,296887.0,1586230.0,,,117.0,477.0,,3316188.0,,,39396599.0,480727.0,120984050.0,96468123.0,52479435.0,3622.0,1264900.0,330058,2,U,8680616.0,599688.0,NY,196 NORTH STREET,17307324.0,226200603.0,2758327.0,42705.0,174105.0,89702643.0,54265285.0,14935915.0,668.0,86982.0,7311.0,14328.0,17848.0,130455.0,73.0,73.0,1367.0,1399.0,3581.0,3657.0,99063205.0,158178596.0,,3577414.0,68022007.0,226200603.0,53086092.0,72872113.0,12796961.0,7715841.0,53972256.0,54884959.0,6707949.0,3,1784.0,11584471.0,,25667.0,,14456
33,117538000.0,180482000.0,0.402,1088088000.0,46470000.0,STH,BRONX,9491215578.0,17868027.0,27632972.0,40883317.0,0.2,BRONX,,143071604.0,16700797.0,41979068.0,124032832.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,,17294.0,807366000.0,9491215579.0,,MONTEFIORE MEDICAL CENTER,1291.0,471264.0,96157.0,45317.0,414000.0,14859.0,8778.0,83897.0,5957629955.0,5957629955.0,,78501000.0,,,,,7123852579.0,3125597000.0,,172512770.0,3769749619.0,35644.0,,750960000.0,11289000.0,-758234000.0,2367363000.0,587941299.0,1100970.0,53250000.0,,68235000.0,1435.0,1506.0,1180.0,903902000.0,47290000.0,172555000.0,1155117000.0,5468950.0,3533585624.0,3533585623.0,1644028000.0,,64249000.0,330059,5,U,239329000.0,10800684.0,NY,111 EAST 210TH STREET,821993000.0,3394460000.0,46159285.0,523824.0,549739.0,1914275433.0,1323969000.0,582672000.0,55697.0,112472.0,105008.0,188786.0,477488.0,720989.0,8778.0,9199.0,14859.0,15129.0,83897.0,85441.0,1088088000.0,905711000.0,108097698.0,11227000.0,2488749000.0,3394460000.0,1906077000.0,982403000.0,-62000.0,769461000.0,1497081302.0,1481570000.0,214336458.0,2,,295317305.0,22141271.0,41939465.0,,10467
34,11543000.0,30837000.0,0.076,44708000.0,20233000.0,STH,BRONXVILLE,572204841.0,648536.0,853391.0,3828678.0,0.29,WESTCHESTER,,9296332.0,483548.0,6545080.0,19005656.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,1579000.0,1143.0,55532000.0,572204851.0,,LAWRENCE HOSPITAL CENTER,263.0,96027.0,18177.0,1839.0,45470.0,2995.0,326.0,10406.0,307704785.0,307704775.0,2701000.0,116493000.0,14410000.0,128000.0,2673000.0,-2551000.0,378055888.0,202622212.0,19306000.0,,57504240.0,35644.0,24388000.0,32045000.0,16019000.0,-8473249.0,194148963.0,14147625.0,,2881000.0,,,288.0,288.0,,12053000.0,2932000.0,20351000.0,134867000.0,937551.0,264500066.0,264500066.0,114095044.0,,4093000.0,330061,2,U,9995000.0,,NY,55 PALMER AVENUE,,290573000.0,7393347.0,105064.0,105064.0,166984233.0,58245000.0,44770000.0,2226.0,2226.0,19585.0,19585.0,53857.0,53857.0,326.0,326.0,2995.0,2995.0,10406.0,10406.0,103782000.0,78891000.0,,-4427807.0,211682000.0,290573000.0,166912000.0,128546000.0,-20446807.0,4045442.0,89896715.0,88527168.0,6462285.0,2,,28239362.0,,301170.0,,10708
35,7606663.0,25627197.0,0.361,52995639.0,7268073.0,STH,NIAGARA FALLS,158183499.0,614887.0,1711607.0,1711607.0,0.51,NIAGARA,2234270.0,5201469.0,688585.0,1864531.0,5771561.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,14438882.0,819.0,33705523.0,167578576.0,,NIAGARA FALLS MEMORIAL MEDICAL CENTE,121.0,43365.0,7441.0,4105.0,23536.0,1151.0,690.0,5182.0,72820127.0,72820125.0,1780441.0,,292014.0,1501079.0,2557876.0,-12033027.0,84939496.0,93345377.0,62170909.0,5265123.0,51780067.0,15380.0,,,3579791.0,-10706297.0,82639080.0,17540138.0,,2351660.0,17448971.0,,133.0,133.0,13.0,10935912.0,707470.0,514903.0,7164323.0,420312.0,94758449.0,85363374.0,49985813.0,,414120.0,330065,2,U,8244661.0,,NY,621 10TH STREET,,79270974.0,,47745.0,47745.0,80345789.0,26217808.0,20952157.0,4286.0,4286.0,8157.0,8157.0,26872.0,26872.0,690.0,690.0,1151.0,1151.0,5182.0,5182.0,42117254.0,33705523.0,545489.0,3579791.0,45565451.0,79270974.0,24613294.0,10935912.0,,14286088.0,44598539.0,44496467.0,9018711.0,2,,11678880.0,162851.0,21074.0,,14203
36,8512963.0,8140649.0,0.389,103673450.0,1384843.0,STH,POUGHKEEPSIE,153500116.0,371189.0,613084.0,5875131.0,0.34,DUTCHESS,,2766399.0,604070.0,6211519.0,,2014-01-01T00:00:00.000,2014-05-08T00:00:00.000,19343581.0,1186.0,-59840938.0,153500116.0,8232795.0,SAINT FRANCIS HOSPITAL,185.0,23680.0,4424.0,3533.0,12134.0,625.0,356.0,2036.0,95970723.0,95970723.0,2472339.0,,,2257914.0,973140.0,,115535192.0,62435184.0,59173936.0,,33755018.0,35644.0,,,-18048706.0,-24470260.0,37964924.0,9465514.0,,,,,185.0,243.0,,13115122.0,997124.0,6226028.0,137946409.0,160189.0,57529393.0,57529393.0,36321060.0,,4132090.0,330067,2,U,25291.0,,NY,241 NORTH ROAD,,99020223.0,585038.0,23680.0,31104.0,52525274.0,20971583.0,14764282.0,3533.0,5057.0,4424.0,17244.0,12134.0,29084.0,356.0,471.0,625.0,786.0,2036.0,2474.0,64933518.0,-53690468.0,,-17666091.0,152710691.0,99020223.0,137946409.0,13115122.0,382615.0,6804169.0,26114124.0,26114124.0,7960044.0,1,,4354704.0,,73533.0,,12601
37,5341004.0,24243776.0,0.248,52515261.0,14142338.0,STH,BATAVIA,202882655.0,2551456.0,2028494.0,3255247.0,0.35,GENESEE,,4433454.0,376250.0,6078347.0,,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,11086105.0,656.0,30799288.0,215798473.0,,UNITED MEMORIAL MEDICAL CENTER,121.0,44165.0,4269.0,3596.0,17374.0,922.0,236.0,3768.0,65364309.0,65364309.0,1257174.0,,592243.0,2057304.0,,-17196653.0,133188571.0,81875534.0,29402987.0,5629239.0,33011450.0,40380.0,,20616895.0,5056046.0,734368.0,82609902.0,10890907.0,181367.0,933548.0,,,131.0,131.0,7.0,3892661.0,4210344.0,614919.0,18310138.0,44065.0,150434164.0,137518346.0,47280347.0,,757021.0,330073,2,U,3767404.0,243027.0,NY,127 NORTH STREET,8669184.0,80383196.0,3505018.0,47815.0,47815.0,71008642.0,36083184.0,10656875.0,3834.0,3834.0,4819.0,4819.0,20541.0,20541.0,236.0,236.0,922.0,922.0,3768.0,3768.0,40407351.0,30799288.0,327754.0,5056046.0,49583908.0,80383196.0,38927033.0,3892661.0,,4321678.0,34595187.0,34595187.0,3255247.0,2,,10168171.0,106706.0,134139.0,,14020
38,5512492.0,9219555.0,,76720587.0,24249645.0,STH,CANANDAIGUA,279350757.0,62083.0,80762.0,2308290.0,0.4,ONTARIO,,7166270.0,,1928192.0,5971393.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,7359891.0,875.0,42603148.0,290169257.0,,FF THOMPSON HOSPITAL,106.0,38690.0,5226.0,1500.0,18087.0,1199.0,67.0,4876.0,107653524.0,105836484.0,1828919.0,970774.0,58076.0,3686132.0,574594.0,-2006871.0,167351230.0,122870347.0,47471712.0,,48334941.0,40380.0,,37593348.0,3924906.0,-52320.0,122818027.0,18334906.0,1073657.0,1995647.0,,,113.0,301.0,,15928010.0,1257639.0,5177503.0,21033789.0,225199.0,182515733.0,173514273.0,66117307.0,,3089905.0,330074,2,U,4651407.0,1072491.0,NY,350 PARRISH ST.,,118567334.0,4078532.0,41245.0,109865.0,111302384.0,37984887.0,17337049.0,1834.0,45825.0,5935.0,8211.0,21779.0,87737.0,67.0,67.0,1199.0,1199.0,4876.0,4876.0,63683663.0,42603148.0,,3851290.0,75964186.0,118567334.0,58627137.0,16898784.0,-73616.0,3903610.0,56753040.0,56753040.0,3231571.0,2,,13399935.0,,43606.0,,14424
39,13443834.0,49789094.0,0.165,26378540.0,129670346.0,STH,BUFFALO,681864946.0,2782618.0,2147914.0,6765167.0,0.41,ERIE,,11862226.0,1011219.0,5463458.0,19021252.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,27561563.0,2245.0,86476255.0,681864946.0,,SISTERS OF CHARITY HOSPITAL,346.0,126290.0,15020.0,2232.0,62842.0,2931.0,642.0,16206.0,429933162.0,429933162.0,6427201.0,7972062.0,1958968.0,1120918.0,36074808.0,-7636000.0,366190797.0,317069402.0,56324647.0,35240599.0,158498764.0,15380.0,,33832967.0,6651014.0,-1395253.0,315674149.0,53999053.0,,4373239.0,,,396.0,476.0,50.0,38884186.0,653746.0,31182057.0,123740706.0,1469747.0,251931784.0,251931784.0,176811095.0,,528505.0,330078,2,U,11830597.0,,NY,2157 MAIN STREET,,304879655.0,7307499.0,144540.0,173740.0,278789976.0,181751004.0,60829727.0,5329.0,28629.0,16590.0,17559.0,87426.0,117048.0,642.0,642.0,2931.0,2931.0,16206.0,16206.0,76272403.0,86476255.0,3490705.0,6663988.0,218403400.0,304879655.0,157573673.0,46856248.0,12974.0,8059241.0,141394165.0,140258307.0,15340695.0,1,,32610440.0,110594.0,131453.0,,14214
40,2923178.0,13579863.0,0.087,43067018.0,7876607.0,STH,SARANAC LAKE,163584959.0,19522.0,183732.0,1802374.0,0.47,FRANKLIN,653305.0,4214721.0,146083.0,1558959.0,5134418.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,11848335.0,531.0,53307012.0,178383913.0,,ADIRONDACK MEDICAL CENTER,75.0,27375.0,3171.0,286.0,7838.0,772.0,72.0,2004.0,56069127.0,50981549.0,2137353.0,3680765.0,328567.0,1013974.0,229205.0,-2848701.0,93333832.0,86557547.0,32119642.0,,22910970.0,99933.0,,,1026881.0,-1507466.0,85050081.0,6538704.0,120525.0,736989.0,11250598.0,,83.0,155.0,,15508128.0,9216111.0,3008073.0,2135800.0,230546.0,122314786.0,112603410.0,46188771.0,,4699715.0,330079,2,R,6773851.0,314307.0,NY,ADIRONDACK MEDICAL CENTER,,81830986.0,3327790.0,30295.0,56575.0,76611565.0,35995305.0,14095396.0,318.0,16000.0,3807.0,6875.0,8817.0,30947.0,72.0,94.0,772.0,897.0,2004.0,2220.0,26646788.0,54349192.0,,3948030.0,27481794.0,81830986.0,13386398.0,19188893.0,2921149.0,5455496.0,40368776.0,40368776.0,4786031.0,2,,7178422.0,,77167.0,,12983
